1	4.556001e-03
1	1.293205e-02
1	1.351356e-02
1	1.420117e-02
1	2.662750e-02
1	3.123770e-02
1	4.165848e-02
1	4.648138e-02
1	5.796861e-02
1	7.733706e-02
1	1.362096e-01
1	2.541958e-01
1	2.812615e-01
1	3.158406e-01
1	3.193423e-01
1	3.559812e-01
1	3.722309e-01
1	4.200159e-01
1	4.472371e-01
1	4.700210e-01
1	4.801195e-01
1	6.221122e-01
1	6.329369e-01
1	6.816942e-01
1	7.005093e-01
1	7.216840e-01
1	7.237890e-01
1	7.410308e-01
1	7.853790e-01
1	8.141049e-01
1	8.230008e-01
1	8.313607e-01
1	8.435471e-01
1	8.442896e-01
1	8.451073e-01
1	8.464894e-01
1	8.493923e-01
1	8.505933e-01
1	8.523724e-01
1	8.539749e-01
1	8.541790e-01
1	8.545005e-01
1	8.558000e-01
1	8.558575e-01
1	8.574588e-01
1	8.574885e-01
1	8.575139e-01
1	8.581446e-01
1	8.608680e-01
1	8.616448e-01
1	8.629727e-01
1	8.637694e-01
1	8.681660e-01
1	8.685992e-01
1	8.687594e-01
1	8.729379e-01
1	8.742712e-01
1	8.747608e-01
1	8.748059e-01
1	8.760345e-01
1	8.762887e-01
1	8.764947e-01
1	8.765800e-01
1	8.771361e-01
1	8.782305e-01
1	8.792165e-01
1	8.797624e-01
1	8.801964e-01
1	8.808979e-01
1	8.814615e-01
1	8.840447e-01
1	8.848637e-01
1	8.854439e-01
1	8.857199e-01
1	8.876642e-01
1	8.884099e-01
1	8.893411e-01
1	8.894001e-01
1	8.897613e-01
1	8.899652e-01
1	8.900176e-01
1	8.908763e-01
1	8.912236e-01
1	8.914509e-01
1	8.919980e-01
1	8.922413e-01
1	8.929425e-01
1	8.932449e-01
1	8.933753e-01
1	8.933941e-01
1	8.935960e-01
1	8.958859e-01
1	8.965039e-01
1	8.971657e-01
1	9.003081e-01
1	9.005478e-01
1	9.010708e-01
1	9.011920e-01
1	9.012245e-01
1	9.021316e-01
1	9.024160e-01
1	9.026933e-01
1	9.027624e-01
1	9.035869e-01
1	9.036857e-01
1	9.045868e-01
1	9.046650e-01
1	9.046885e-01
1	9.048716e-01
1	9.049705e-01
1	9.064552e-01
1	9.073625e-01
1	9.074992e-01
1	9.076528e-01
1	9.086459e-01
1	9.091900e-01
1	9.093162e-01
1	9.096772e-01
1	9.098774e-01
1	9.098954e-01
1	9.100277e-01
1	9.111393e-01
1	9.112297e-01
1	9.114155e-01
1	9.115564e-01
1	9.116372e-01
1	9.117335e-01
1	9.120093e-01
1	9.123378e-01
1	9.123670e-01
1	9.125992e-01
1	9.126594e-01
1	9.129215e-01
1	9.129444e-01
1	9.129496e-01
1	9.131906e-01
1	9.132891e-01
1	9.135963e-01
1	9.140895e-01
1	9.145616e-01
1	9.146294e-01
1	9.149970e-01
1	9.150267e-01
1	9.153992e-01
1	9.154748e-01
1	9.158238e-01
1	9.160644e-01
1	9.163909e-01
1	9.166573e-01
1	9.174917e-01
1	9.175790e-01
1	9.177366e-01
1	9.179575e-01
1	9.180185e-01
1	9.184654e-01
1	9.191326e-01
1	9.200731e-01
1	9.202881e-01
1	9.207076e-01
1	9.210257e-01
1	9.211748e-01
1	9.213427e-01
1	9.215958e-01
1	9.217496e-01
1	9.218119e-01
1	9.219118e-01
1	9.226858e-01
1	9.229555e-01
1	9.232748e-01
1	9.234246e-01
1	9.234342e-01
1	9.234803e-01
1	9.235403e-01
1	9.239363e-01
1	9.242726e-01
1	9.249690e-01
1	9.250218e-01
1	9.254553e-01
1	9.264757e-01
1	9.265036e-01
1	9.265749e-01
1	9.266282e-01
1	9.269637e-01
1	9.269727e-01
1	9.273169e-01
1	9.276283e-01
1	9.276514e-01
1	9.277722e-01
1	9.280588e-01
1	9.282131e-01
1	9.284307e-01
1	9.284372e-01
1	9.289620e-01
1	9.297457e-01
1	9.298802e-01
1	9.299568e-01
1	9.300372e-01
1	9.305351e-01
1	9.305786e-01
1	9.314696e-01
1	9.317270e-01
1	9.318616e-01
1	9.321144e-01
1	9.321974e-01
1	9.324225e-01
1	9.324660e-01
1	9.325241e-01
1	9.326177e-01
1	9.326502e-01
1	9.327894e-01
1	9.328142e-01
1	9.328259e-01
1	9.331293e-01
1	9.331383e-01
1	9.333804e-01
1	9.337786e-01
1	9.338072e-01
1	9.339177e-01
1	9.341873e-01
1	9.347171e-01
1	9.348740e-01
1	9.348971e-01
1	9.350318e-01
1	9.351806e-01
1	9.352025e-01
1	9.352470e-01
1	9.352965e-01
1	9.353154e-01
1	9.357190e-01
1	9.357552e-01
1	9.359528e-01
1	9.361842e-01
1	9.364041e-01
1	9.364106e-01
1	9.369813e-01
1	9.372295e-01
1	9.374667e-01
1	9.375100e-01
1	9.376677e-01
1	9.377981e-01
1	9.380438e-01
1	9.380773e-01
1	9.381024e-01
1	9.381513e-01
1	9.383744e-01
1	9.384608e-01
1	9.385911e-01
1	9.386310e-01
1	9.386622e-01
1	9.390152e-01
1	9.390171e-01
1	9.390823e-01
1	9.391279e-01
1	9.392262e-01
1	9.395260e-01
1	9.395744e-01
1	9.397275e-01
1	9.398089e-01
1	9.400129e-01
1	9.400674e-01
1	9.401905e-01
1	9.401940e-01
1	9.402209e-01
1	9.402316e-01
1	9.403067e-01
1	9.404174e-01
1	9.404703e-01
1	9.405452e-01
1	9.405952e-01
1	9.406030e-01
1	9.406195e-01
1	9.408559e-01
1	9.410061e-01
1	9.410091e-01
1	9.410335e-01
1	9.410435e-01
1	9.411427e-01
1	9.413174e-01
1	9.413642e-01
1	9.413976e-01
1	9.414969e-01
1	9.415524e-01
1	9.416594e-01
1	9.416659e-01
1	9.417818e-01
1	9.419241e-01
1	9.420397e-01
1	9.421752e-01
1	9.422573e-01
1	9.423210e-01
1	9.424861e-01
1	9.431095e-01
1	9.431106e-01
1	9.431557e-01
1	9.434971e-01
1	9.435117e-01
1	9.435869e-01
1	9.436278e-01
1	9.438454e-01
1	9.440289e-01
1	9.441430e-01
1	9.444272e-01
1	9.446124e-01
1	9.446169e-01
1	9.448240e-01
1	9.448248e-01
1	9.449748e-01
1	9.450632e-01
1	9.452593e-01
1	9.454092e-01
1	9.454094e-01
1	9.454789e-01
1	9.455204e-01
1	9.455690e-01
1	9.456209e-01
1	9.456390e-01
1	9.460208e-01
1	9.460564e-01
1	9.461258e-01
1	9.467331e-01
1	9.469196e-01
1	9.469500e-01
1	9.470949e-01
1	9.472603e-01
1	9.473011e-01
1	9.475803e-01
1	9.476549e-01
1	9.477756e-01
1	9.479486e-01
1	9.479584e-01
1	9.479920e-01
1	9.480560e-01
1	9.485512e-01
1	9.485732e-01
1	9.489373e-01
1	9.489725e-01
1	9.490111e-01
1	9.493358e-01
1	9.494058e-01
1	9.494810e-01
1	9.495780e-01
1	9.495901e-01
1	9.496634e-01
1	9.497081e-01
1	9.497806e-01
1	9.498577e-01
1	9.500182e-01
1	9.502128e-01
1	9.504165e-01
1	9.504309e-01
1	9.504519e-01
1	9.505039e-01
1	9.505451e-01
1	9.505829e-01
1	9.506840e-01
1	9.508373e-01
1	9.511369e-01
1	9.512083e-01
1	9.512118e-01
1	9.513423e-01
1	9.513622e-01
1	9.514344e-01
1	9.515893e-01
1	9.516270e-01
1	9.517613e-01
1	9.517793e-01
1	9.518631e-01
1	9.518690e-01
1	9.522188e-01
1	9.524180e-01
1	9.524618e-01
1	9.525464e-01
1	9.525613e-01
1	9.525779e-01
1	9.526591e-01
1	9.527393e-01
1	9.528494e-01
1	9.528526e-01
1	9.530901e-01
1	9.530998e-01
1	9.533692e-01
1	9.535916e-01
1	9.536909e-01
1	9.538164e-01
1	9.539412e-01
1	9.539699e-01
1	9.540205e-01
1	9.541972e-01
